rad_haplotyper -v SNP_20231004_n540_basic.recode.vcf -r reference.fasta -p popmap_n540_OTU -x 16 -o haps_20231004_n540_OTU.vcf --genepop haps_20231004_n540_OTU.gp
Locus	Sites	Haplotypes	Inds_Haplotyped	Total_Inds	Prop_Haplotyped	Status	Poss_Paralog	Low_Cov/Geno_Err	Miss_Geno	Comment
dDocent_Contig_19787	6	5	492	540	0.911	PASSED	3	4	41	
dDocent_Contig_19789	4	10	464	540	0.859	FILTERED	5	7	64	Missing data
dDocent_Contig_19796	2	4	506	540	0.937	PASSED	2	3	29	
dDocent_Contig_19798	1	2	510	540	0.944	PASSED	0	0	30	
dDocent_Contig_19805	3	3	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_19821	2	3	469	540	0.869	FILTERED	0	0	71	Missing data
dDocent_Contig_19822	1	2	522	540	0.967	PASSED	0	0	18	
dDocent_Contig_19827	2	3	521	540	0.965	PASSED	0	0	19	
dDocent_Contig_19831	14	14	532	540	0.985	PASSED	5	0	3	
dDocent_Contig_19833	2	3	529	540	0.980	PASSED	0	0	11	
dDocent_Contig_19838	5	7	482	540	0.893	FILTERED	0	51	7	Missing data
dDocent_Contig_19841	4	5	537	540	0.994	PASSED	2	0	1	
dDocent_Contig_19849	3	2	539	540	0.998	PASSED	0	1	0	
dDocent_Contig_1985	3	3	504	540	0.933	PASSED	23	1	12	
dDocent_Contig_19855	3	4	532	540	0.985	PASSED	0	0	8	
dDocent_Contig_19856	3	4	535	540	0.991	PASSED	0	2	3	
dDocent_Contig_19862	3	4	525	540	0.972	PASSED	3	5	7	
dDocent_Contig_19863	1	2	493	540	0.913	PASSED	0	0	47	
dDocent_Contig_19864	1	2	504	540	0.933	PASSED	0	0	36	
dDocent_Contig_19866	7	10	376	540	0.696	FILTERED	1	81	82	Missing data
dDocent_Contig_19868	2	3	539	540	0.998	PASSED	1	0	0	
dDocent_Contig_19869	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_19870	3	5	511	540	0.946	PASSED	3	1	25	
dDocent_Contig_19875	1	2	492	540	0.911	PASSED	0	0	48	
dDocent_Contig_1988	1	2	501	540	0.928	PASSED	0	0	39	
dDocent_Contig_19881	1	2	520	540	0.963	PASSED	0	0	20	
dDocent_Contig_19894	3	5	487	540	0.902	PASSED	2	4	47	
dDocent_Contig_19899	2	4	523	540	0.969	PASSED	0	0	17	
dDocent_Contig_19901	3	4	537	540	0.994	PASSED	1	2	0	
dDocent_Contig_19905	1	2	524	540	0.970	PASSED	0	0	16	
dDocent_Contig_19909	1	2	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_19913	2	4	515	540	0.954	PASSED	0	7	18	
dDocent_Contig_19916	5	6	491	540	0.909	PASSED	46	0	3	
dDocent_Contig_1992	1	2	533	540	0.987	PASSED	0	0	7	
dDocent_Contig_19922	2	4	484	540	0.896	FILTERED	0	0	56	Missing data
dDocent_Contig_19923	3	4	535	540	0.991	PASSED	0	2	3	
dDocent_Contig_1993	2	3	488	540	0.904	PASSED	34	0	18	
dDocent_Contig_19930	5	8	506	540	0.937	PASSED	5	21	8	
dDocent_Contig_19933	2	4	516	540	0.956	PASSED	0	0	24	
dDocent_Contig_19936	1	2	518	540	0.959	PASSED	0	0	22	
dDocent_Contig_19937	4	5	509	540	0.943	PASSED	0	0	31	
dDocent_Contig_19943	6	11	518	540	0.959	PASSED	5	0	17	
dDocent_Contig_19947	1	2	534	540	0.989	PASSED	0	0	6	
dDocent_Contig_19948	3	4	505	540	0.935	PASSED	2	21	12	
dDocent_Contig_19954	9	9	337	540	0.624	FILTERED	141	1	61	Missing data
dDocent_Contig_19955	1	2	530	540	0.981	PASSED	0	0	10	
dDocent_Contig_19961	6	6	476	540	0.881	FILTERED	0	27	37	Missing data
dDocent_Contig_19962	2	3	534	540	0.989	PASSED	3	0	3	
dDocent_Contig_19966	2	3	270	540	0.500	FILTERED	0	241	29	Missing data
dDocent_Contig_19971	2	2	499	540	0.924	PASSED	0	0	41	
dDocent_Contig_19974	4	7	421	540	0.780	FILTERED	1	71	47	Missing data
dDocent_Contig_19975	4	7	528	540	0.978	PASSED	0	11	1	
dDocent_Contig_19977	1	2	459	540	0.850	FILTERED	0	0	81	Missing data
dDocent_Contig_19979	5	3	529	540	0.980	PASSED	4	3	4	
dDocent_Contig_19982	6	6	495	540	0.917	PASSED	0	3	42	
dDocent_Contig_19983	3	3	527	540	0.976	PASSED	0	0	13	
dDocent_Contig_19987	1	2	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_19988	6	8	407	540	0.754	FILTERED	110	20	3	Missing data
dDocent_Contig_1999	2	3	528	540	0.978	PASSED	0	1	11	
dDocent_Contig_19990	1	2	495	540	0.917	PASSED	0	0	45	
dDocent_Contig_19996	9	8	508	540	0.941	PASSED	1	2	29	
dDocent_Contig_19997	6	14	528	540	0.978	PASSED	6	3	3	
dDocent_Contig_19999	2	3	517	540	0.957	PASSED	0	2	21	
dDocent_Contig_2000	3	5	530	540	0.981	PASSED	1	0	9	
dDocent_Contig_2001	3	7	520	540	0.963	PASSED	0	20	0	
dDocent_Contig_20013	1	2	535	540	0.991	PASSED	0	0	5	
dDocent_Contig_20018	1	2	505	540	0.935	PASSED	0	0	35	
dDocent_Contig_20021	7	7	509	540	0.943	PASSED	4	7	20	
dDocent_Contig_20026	4	11	510	540	0.944	PASSED	1	9	20	
dDocent_Contig_20027	1	2	531	540	0.983	PASSED	0	0	9	
dDocent_Contig_20031	4	6	465	540	0.861	FILTERED	0	2	73	Missing data
dDocent_Contig_20037	2	3	509	540	0.943	PASSED	0	0	31	
dDocent_Contig_20042	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_20043	3	4	503	540	0.931	PASSED	3	0	34	
dDocent_Contig_20049	5	6	502	540	0.930	PASSED	4	19	15	
dDocent_Contig_20050	2	4	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_20057	2	3	524	540	0.970	PASSED	0	5	11	
dDocent_Contig_20059	1	2	464	540	0.859	FILTERED	0	0	76	Missing data
dDocent_Contig_2006	1	2	533	540	0.987	PASSED	0	0	7	
dDocent_Contig_20066	1	2	492	540	0.911	PASSED	0	0	48	
dDocent_Contig_20073	5	8	430	540	0.796	FILTERED	8	38	64	Missing data
dDocent_Contig_20074	1	2	531	540	0.983	PASSED	0	0	9	
dDocent_Contig_2008	2	3	515	540	0.954	PASSED	0	1	24	
dDocent_Contig_20087	3	5	494	540	0.915	PASSED	2	7	37	
dDocent_Contig_20089	1	2	463	540	0.857	FILTERED	0	0	77	Missing data
dDocent_Contig_20091	3	5	529	540	0.980	PASSED	4	6	1	
dDocent_Contig_20092	6	9	519	540	0.961	PASSED	21	0	0	
dDocent_Contig_20094	2	3	507	540	0.939	PASSED	0	0	33	
dDocent_Contig_2010	1	2	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_20101	4	5	539	540	0.998	PASSED	1	0	0	
dDocent_Contig_20104	5	13	485	540	0.898	FILTERED	3	1	51	Missing data
dDocent_Contig_2011	2	3	479	540	0.887	FILTERED	0	34	27	Missing data
dDocent_Contig_20110	1	2	458	540	0.848	FILTERED	0	0	82	Missing data
dDocent_Contig_20117	1	2	533	540	0.987	PASSED	0	0	7	
dDocent_Contig_20123	1	2	519	540	0.961	PASSED	0	0	21	
dDocent_Contig_2013	2	3	515	540	0.954	PASSED	11	0	14	
dDocent_Contig_20132	4	5	496	540	0.919	PASSED	0	6	38	
dDocent_Contig_20143	6	9	529	540	0.980	PASSED	3	2	6	
dDocent_Contig_20148	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_20149	1	2	514	540	0.952	PASSED	0	0	26	
dDocent_Contig_20150	7	7	476	540	0.881	FILTERED	1	2	61	Missing data
dDocent_Contig_20156	1	2	526	540	0.974	PASSED	0	0	14	
dDocent_Contig_20159	1	2	485	540	0.898	FILTERED	0	0	55	Missing data
dDocent_Contig_2016	1	2	516	540	0.956	PASSED	0	0	24	
dDocent_Contig_20163	2	3	492	540	0.911	PASSED	0	3	45	
dDocent_Contig_2017	2	3	501	540	0.928	PASSED	1	0	38	
dDocent_Contig_20174	1	2	531	540	0.983	PASSED	0	0	9	
dDocent_Contig_20180	1	2	488	540	0.904	PASSED	0	0	52	
dDocent_Contig_20181	3	4	460	540	0.852	FILTERED	0	0	80	Missing data
dDocent_Contig_20187	2	3	469	540	0.869	FILTERED	0	1	70	Missing data
dDocent_Contig_20191	1	2	521	540	0.965	PASSED	0	0	19	
dDocent_Contig_20192	1	2	480	540	0.889	FILTERED	0	0	60	Missing data
dDocent_Contig_20207	1	2	459	540	0.850	FILTERED	0	0	81	Missing data
dDocent_Contig_20210	2	4	531	540	0.983	PASSED	1	0	8	
dDocent_Contig_20211	4	5	302	540	0.559	FILTERED	0	184	54	Missing data
dDocent_Contig_20214	1	2	517	540	0.957	PASSED	0	0	23	
dDocent_Contig_20222	1	2	507	540	0.939	PASSED	0	0	33	
dDocent_Contig_20224	5	6	517	540	0.957	PASSED	2	0	21	
dDocent_Contig_20229	1	2	476	540	0.881	FILTERED	0	0	64	Missing data
dDocent_Contig_20235	2	3	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_20244	2	3	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_20246	2	4	499	540	0.924	PASSED	0	0	41	
dDocent_Contig_20256	1	2	487	540	0.902	PASSED	0	0	53	
dDocent_Contig_20260	2	3	500	540	0.926	PASSED	4	0	36	
dDocent_Contig_20263	1	2	501	540	0.928	PASSED	0	0	39	
dDocent_Contig_20264	3	5	476	540	0.881	FILTERED	2	8	54	Missing data
dDocent_Contig_20275	5	6	416	540	0.770	FILTERED	0	49	75	Missing data
dDocent_Contig_20278	4	11	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_20280	2	3	475	540	0.880	FILTERED	0	3	62	Missing data
dDocent_Contig_20281	3	4	484	540	0.896	FILTERED	0	0	56	Missing data
dDocent_Contig_20286	4	5	522	540	0.967	PASSED	8	4	6	
dDocent_Contig_20287	3	3	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_20288	3	5	533	540	0.987	PASSED	1	0	6	
dDocent_Contig_20292	2	2	520	540	0.963	PASSED	0	0	20	
dDocent_Contig_20297	4	4	501	540	0.928	PASSED	2	2	35	
dDocent_Contig_20298	4	7	537	540	0.994	PASSED	3	0	0	
dDocent_Contig_20300	2	3	523	540	0.969	PASSED	0	0	17	
dDocent_Contig_20305	1	2	506	540	0.937	PASSED	0	0	34	
dDocent_Contig_20311	3	3	528	540	0.978	PASSED	0	0	12	
dDocent_Contig_20316	3	4	466	540	0.863	FILTERED	4	6	64	Missing data
dDocent_Contig_20320	2	3	483	540	0.894	FILTERED	0	0	57	Missing data
dDocent_Contig_20326	5	10	521	540	0.965	PASSED	16	0	3	
dDocent_Contig_20334	2	2	510	540	0.944	PASSED	0	19	11	
dDocent_Contig_20336	4	5	513	540	0.950	PASSED	4	2	21	
dDocent_Contig_20337	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_2034	2	3	529	540	0.980	PASSED	0	0	11	
dDocent_Contig_20347	5	5	522	540	0.967	PASSED	0	12	6	
dDocent_Contig_20348	1	2	496	540	0.919	PASSED	0	0	44	
dDocent_Contig_20351	9	10	379	540	0.702	FILTERED	94	30	37	Missing data
dDocent_Contig_20355	6	10	477	540	0.883	FILTERED	60	3	0	Missing data
dDocent_Contig_20357	4	5	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_20358	4	5	478	540	0.885	FILTERED	2	1	59	Missing data
dDocent_Contig_20363	5	6	311	540	0.576	FILTERED	227	0	2	Missing data
dDocent_Contig_20366	3	5	535	540	0.991	PASSED	2	2	1	
dDocent_Contig_20367	4	7	406	540	0.752	FILTERED	67	37	30	Missing data
dDocent_Contig_20378	6	6	515	540	0.954	PASSED	6	4	15	
dDocent_Contig_20381	1	2	476	540	0.881	FILTERED	0	0	64	Missing data
dDocent_Contig_20384	5	6	517	540	0.957	PASSED	1	20	2	
dDocent_Contig_20386	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_20390	1	2	501	540	0.928	PASSED	0	0	39	
dDocent_Contig_20395	6	9	536	540	0.993	PASSED	2	0	2	
dDocent_Contig_20397	5	5	505	540	0.935	PASSED	10	2	23	
dDocent_Contig_20398	3	4	533	540	0.987	PASSED	2	1	4	
dDocent_Contig_204	1	2	461	540	0.854	FILTERED	0	0	79	Missing data
dDocent_Contig_20400	2	3	535	540	0.991	PASSED	0	0	5	
dDocent_Contig_2041	6	12	333	540	0.617	FILTERED	16	171	20	Missing data
dDocent_Contig_20412	1	2	468	540	0.867	FILTERED	0	0	72	Missing data
dDocent_Contig_20415	2	4	418	540	0.774	FILTERED	0	81	41	Missing data
dDocent_Contig_20417	1	2	477	540	0.883	FILTERED	0	0	63	Missing data
dDocent_Contig_20419	4	7	533	540	0.987	PASSED	0	4	3	
dDocent_Contig_20425	4	7	458	540	0.848	FILTERED	2	29	51	Missing data
dDocent_Contig_20430	3	4	528	540	0.978	PASSED	1	0	11	
dDocent_Contig_20435	3	5	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_20439	1	2	507	540	0.939	PASSED	0	0	33	
dDocent_Contig_2044	1	2	532	540	0.985	PASSED	0	0	8	
dDocent_Contig_20447	6	7	395	540	0.731	FILTERED	144	0	1	Missing data
dDocent_Contig_2045	1	2	534	540	0.989	PASSED	0	0	6	
dDocent_Contig_20461	7	5	536	540	0.993	PASSED	0	2	2	
dDocent_Contig_20464	3	3	527	540	0.976	PASSED	1	1	11	
dDocent_Contig_20465	1	2	474	540	0.878	FILTERED	0	0	66	Missing data
dDocent_Contig_20472	1	2	471	540	0.872	FILTERED	0	0	69	Missing data
dDocent_Contig_20473	4	10	451	540	0.835	FILTERED	2	17	70	Missing data
dDocent_Contig_20477	7	10	432	540	0.800	FILTERED	0	56	52	Missing data
dDocent_Contig_20483	4	6	489	540	0.906	PASSED	0	2	49	
dDocent_Contig_20489	6	11	536	540	0.993	PASSED	3	0	1	
dDocent_Contig_20496	1	2	486	540	0.900	PASSED	0	0	54	
dDocent_Contig_20502	1	2	480	540	0.889	FILTERED	0	0	60	Missing data
dDocent_Contig_20508	3	3	495	540	0.917	PASSED	0	19	26	
dDocent_Contig_20513	3	4	483	540	0.894	FILTERED	0	1	56	Missing data
dDocent_Contig_20517	4	5	470	540	0.870	FILTERED	3	5	62	Missing data
dDocent_Contig_20520	8	4	531	540	0.983	PASSED	0	3	6	
dDocent_Contig_20524	2	3	486	540	0.900	PASSED	1	0	53	
dDocent_Contig_20525	3	6	473	540	0.876	FILTERED	3	0	64	Missing data
dDocent_Contig_20526	1	2	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_20531	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_20533	9	21	535	540	0.991	PASSED	0	0	5	
dDocent_Contig_20534	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_20535	1	2	531	540	0.983	PASSED	0	0	9	
dDocent_Contig_2054	1	2	523	540	0.969	PASSED	0	0	17	
dDocent_Contig_20540	1	2	470	540	0.870	FILTERED	0	0	70	Missing data
dDocent_Contig_20544	5	5	537	540	0.994	PASSED	0	1	2	
dDocent_Contig_20547	7	10	163	540	0.302	FILTERED	4	343	30	Missing data
dDocent_Contig_20549	1	2	502	540	0.930	PASSED	0	0	38	
dDocent_Contig_20557	2	4	502	540	0.930	PASSED	0	0	38	
dDocent_Contig_20558	2	3	470	540	0.870	FILTERED	1	0	69	Missing data
dDocent_Contig_20562	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_20571	2	3	496	540	0.919	PASSED	0	28	16	
dDocent_Contig_20572	5	9	523	540	0.969	PASSED	3	2	12	
dDocent_Contig_2058	2	3	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_20588	1	2	517	540	0.957	PASSED	0	0	23	
dDocent_Contig_20593	2	3	464	540	0.859	FILTERED	0	0	76	Missing data
dDocent_Contig_20597	4	5	386	540	0.715	FILTERED	0	137	17	Missing data
dDocent_Contig_20601	7	7	539	540	0.998	PASSED	1	0	0	
dDocent_Contig_20602	2	3	459	540	0.850	FILTERED	0	1	80	Missing data
dDocent_Contig_20603	1	2	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_20605	6	11	538	540	0.996	PASSED	1	0	1	
dDocent_Contig_20606	3	2	508	540	0.941	PASSED	0	1	31	
dDocent_Contig_20612	3	3	461	540	0.854	FILTERED	0	0	79	Missing data
dDocent_Contig_20622	1	2	531	540	0.983	PASSED	0	0	9	
dDocent_Contig_20625	1	2	535	540	0.991	PASSED	0	0	5	
dDocent_Contig_20628	5	6	519	540	0.961	PASSED	15	2	4	
dDocent_Contig_20629	7	10	489	540	0.906	PASSED	0	3	48	
dDocent_Contig_2063	2	3	537	540	0.994	PASSED	0	2	1	
dDocent_Contig_20632	8	14	517	540	0.957	PASSED	2	10	11	
dDocent_Contig_20633	1	2	535	540	0.991	PASSED	0	0	5	
dDocent_Contig_20637	3	4	492	540	0.911	PASSED	46	0	2	
dDocent_Contig_20644	3	4	462	540	0.856	FILTERED	14	1	63	Missing data
dDocent_Contig_20647	4	6	499	540	0.924	PASSED	16	0	25	
dDocent_Contig_20648	5	7	524	540	0.970	PASSED	15	1	0	
dDocent_Contig_20649	3	5	517	540	0.957	PASSED	1	0	22	
dDocent_Contig_20654	3	4	498	540	0.922	PASSED	0	0	42	
dDocent_Contig_20662	5	4	512	540	0.948	PASSED	0	2	26	
dDocent_Contig_20664	4	4	387	540	0.717	FILTERED	151	0	2	Missing data
dDocent_Contig_2068	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_20680	3	5	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_20681	4	4	459	540	0.850	FILTERED	15	7	59	Missing data
dDocent_Contig_20685	2	3	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_2069	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_20692	2	4	517	540	0.957	PASSED	0	0	23	
dDocent_Contig_20694	6	8	519	540	0.961	PASSED	0	16	5	
dDocent_Contig_20697	4	4	520	540	0.963	PASSED	5	0	15	
dDocent_Contig_20702	1	2	522	540	0.967	PASSED	0	0	18	
dDocent_Contig_20703	1	2	522	540	0.967	PASSED	0	0	18	
dDocent_Contig_20706	1	2	482	540	0.893	FILTERED	0	0	58	Missing data
dDocent_Contig_20712	4	6	532	540	0.985	PASSED	0	6	2	
dDocent_Contig_20727	12	5	453	540	0.839	FILTERED	0	8	79	Missing data
dDocent_Contig_20732	5	10	493	540	0.913	PASSED	3	3	41	
dDocent_Contig_20739	3	3	469	540	0.869	FILTERED	0	0	71	Missing data
dDocent_Contig_20741	3	4	539	540	0.998	PASSED	1	0	0	
dDocent_Contig_20746	3	6	484	540	0.896	FILTERED	3	2	51	Missing data
dDocent_Contig_20749	5	5	504	540	0.933	PASSED	2	2	32	
dDocent_Contig_20750	1	2	496	540	0.919	PASSED	0	0	44	
dDocent_Contig_20752	11	11	343	540	0.635	FILTERED	144	9	44	Missing data
dDocent_Contig_20754	1	2	460	540	0.852	FILTERED	0	0	80	Missing data
dDocent_Contig_20756	5	5	489	540	0.906	PASSED	0	0	51	
dDocent_Contig_20759	1	2	515	540	0.954	PASSED	0	0	25	
dDocent_Contig_20762	2	3	480	540	0.889	FILTERED	32	0	28	Missing data
dDocent_Contig_20766	2	3	502	540	0.930	PASSED	0	3	35	
dDocent_Contig_20767	3	3	463	540	0.857	FILTERED	0	44	33	Missing data
dDocent_Contig_20770	2	4	539	540	0.998	PASSED	1	0	0	
dDocent_Contig_20774	4	4	444	540	0.822	FILTERED	0	25	71	Missing data
dDocent_Contig_20776	4	5	511	540	0.946	PASSED	2	1	26	
dDocent_Contig_2078	1	2	537	540	0.994	PASSED	0	0	3	
dDocent_Contig_20780	6	10	297	540	0.550	FILTERED	1	241	1	Missing data
dDocent_Contig_20792	2	4	519	540	0.961	PASSED	0	1	20	
dDocent_Contig_20798	1	2	494	540	0.915	PASSED	0	0	46	
dDocent_Contig_20801	1	2	533	540	0.987	PASSED	0	0	7	
dDocent_Contig_20808	3	3	519	540	0.961	PASSED	2	0	19	
dDocent_Contig_20812	1	2	525	540	0.972	PASSED	0	0	15	
dDocent_Contig_20819	1	2	499	540	0.924	PASSED	0	0	41	
dDocent_Contig_20820	3	6	488	540	0.904	PASSED	2	24	26	
dDocent_Contig_20826	1	2	532	540	0.985	PASSED	0	0	8	
dDocent_Contig_20830	14	22	522	540	0.967	PASSED	7	7	4	
dDocent_Contig_20833	9	15	525	540	0.972	PASSED	9	1	5	
dDocent_Contig_20839	2	3	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_20841	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_2085	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_20850	3	4	516	540	0.956	PASSED	0	0	24	
dDocent_Contig_20853	1	2	513	540	0.950	PASSED	0	0	27	
dDocent_Contig_20855	5	8	512	540	0.948	PASSED	4	6	18	
dDocent_Contig_20857	5	5	506	540	0.937	PASSED	2	9	23	
dDocent_Contig_2086	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_20865	6	12	516	540	0.956	PASSED	6	6	12	
dDocent_Contig_20866	9	9	535	540	0.991	PASSED	2	1	2	
dDocent_Contig_2087	1	2	535	540	0.991	PASSED	0	0	5	
dDocent_Contig_20871	3	6	527	540	0.976	PASSED	1	5	7	
dDocent_Contig_2088	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_20880	13	1	84	540	0.156	FILTERED	0	436	20	Missing data
dDocent_Contig_20885	2	3	521	540	0.965	PASSED	0	0	19	
dDocent_Contig_2089	2	3	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_20892	5	10	479	540	0.887	FILTERED	2	37	22	Missing data
dDocent_Contig_20900	4	6	511	540	0.946	PASSED	0	13	16	
dDocent_Contig_20901	3	8	533	540	0.987	PASSED	2	0	5	
dDocent_Contig_20910	2	3	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_20914	9	14	406	540	0.752	FILTERED	3	102	29	Missing data
dDocent_Contig_20927	2	3	523	540	0.969	PASSED	0	0	17	
dDocent_Contig_20928	1	2	461	540	0.854	FILTERED	0	0	79	Missing data
dDocent_Contig_2093	4	3	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_20932	3	6	494	540	0.915	PASSED	41	1	4	
dDocent_Contig_20939	8	14	476	540	0.881	FILTERED	2	33	29	Missing data
dDocent_Contig_20940	1	2	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_20946	1	2	508	540	0.941	PASSED	0	0	32	
dDocent_Contig_20948	4	5	446	540	0.826	FILTERED	1	14	79	Missing data
dDocent_Contig_20952	2	4	462	540	0.856	FILTERED	4	13	61	Missing data
dDocent_Contig_20964	5	6	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_20968	4	6	533	540	0.987	PASSED	1	0	6	
dDocent_Contig_2097	1	2	535	540	0.991	PASSED	0	0	5	
dDocent_Contig_20970	5	7	469	540	0.869	FILTERED	1	1	69	Missing data
dDocent_Contig_20976	2	4	464	540	0.859	FILTERED	0	0	76	Missing data
dDocent_Contig_20977	3	4	481	540	0.891	FILTERED	1	0	58	Missing data
dDocent_Contig_20978	1	2	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_20980	1	2	502	540	0.930	PASSED	0	0	38	
dDocent_Contig_20985	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_20986	1	2	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_20989	1	2	461	540	0.854	FILTERED	0	0	79	Missing data
dDocent_Contig_20990	2	3	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_20994	2	3	537	540	0.994	PASSED	2	0	1	
dDocent_Contig_20995	1	2	487	540	0.902	PASSED	0	0	53	
dDocent_Contig_20999	1	2	466	540	0.863	FILTERED	0	0	74	Missing data
dDocent_Contig_21000	4	5	487	540	0.902	PASSED	6	1	46	
dDocent_Contig_21002	3	6	478	540	0.885	FILTERED	3	9	50	Missing data
dDocent_Contig_21005	2	3	536	540	0.993	PASSED	0	0	4	
dDocent_Contig_21013	2	3	483	540	0.894	FILTERED	1	0	56	Missing data
dDocent_Contig_21024	1	2	510	540	0.944	PASSED	0	0	30	
dDocent_Contig_21027	1	2	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_21028	2	4	533	540	0.987	PASSED	0	0	7	
dDocent_Contig_21031	8	10	499	540	0.924	PASSED	6	21	14	
dDocent_Contig_21033	5	5	459	540	0.850	FILTERED	2	0	79	Missing data
dDocent_Contig_21035	12	22	417	540	0.772	FILTERED	122	0	1	Missing data
dDocent_Contig_21037	12	17	513	540	0.950	PASSED	0	19	8	
dDocent_Contig_2104	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_21045	5	7	479	540	0.887	FILTERED	33	21	7	Missing data
dDocent_Contig_21046	2	3	506	540	0.937	PASSED	0	1	33	
dDocent_Contig_21048	4	5	180	540	0.333	FILTERED	0	336	24	Missing data
dDocent_Contig_21054	5	10	528	540	0.978	PASSED	2	1	9	
dDocent_Contig_21062	2	3	515	540	0.954	PASSED	1	1	23	
dDocent_Contig_21067	4	4	478	540	0.885	FILTERED	0	1	61	Missing data
dDocent_Contig_21068	3	6	513	540	0.950	PASSED	1	0	26	
dDocent_Contig_21074	6	9	412	540	0.763	FILTERED	5	56	67	Missing data
dDocent_Contig_21078	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_2108	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_21083	2	4	502	540	0.930	PASSED	3	0	35	
dDocent_Contig_2109	2	3	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_21091	1	2	506	540	0.937	PASSED	0	0	34	
dDocent_Contig_21094	1	2	526	540	0.974	PASSED	0	0	14	
dDocent_Contig_21097	1	2	519	540	0.961	PASSED	0	0	21	
dDocent_Contig_2110	2	3	484	540	0.896	FILTERED	0	22	34	Missing data
dDocent_Contig_21102	5	7	440	540	0.815	FILTERED	80	0	20	Missing data
dDocent_Contig_21103	1	2	539	540	0.998	PASSED	0	0	1	
dDocent_Contig_21104	2	2	488	540	0.904	PASSED	0	2	50	
dDocent_Contig_21106	2	3	515	540	0.954	PASSED	0	0	25	
dDocent_Contig_21107	3	5	445	540	0.824	FILTERED	3	15	77	Missing data
dDocent_Contig_21108	3	3	518	540	0.959	PASSED	12	0	10	
dDocent_Contig_21112	4	2	3	540	0.006	FILTERED	0	535	2	Missing data
dDocent_Contig_21114	4	5	486	540	0.900	PASSED	0	0	54	
dDocent_Contig_21115	2	3	520	540	0.963	PASSED	4	0	16	
dDocent_Contig_21119	3	4	521	540	0.965	PASSED	0	0	19	
dDocent_Contig_21120	4	7	397	540	0.735	FILTERED	1	52	90	Missing data
dDocent_Contig_21121	7	7	520	540	0.963	PASSED	2	2	16	
dDocent_Contig_21132	1	2	526	540	0.974	PASSED	0	0	14	
dDocent_Contig_21136	4	6	520	540	0.963	PASSED	0	3	17	
dDocent_Contig_21140	1	2	540	540	1.000	PASSED	0	0	0	
dDocent_Contig_21143	3	4	501	540	0.928	PASSED	2	0	37	
dDocent_Contig_21150	3	4	464	540	0.859	FILTERED	1	13	62	Missing data
dDocent_Contig_21153	1	2	478	540	0.885	FILTERED	0	0	62	Missing data
dDocent_Contig_21154	1	2	538	540	0.996	PASSED	0	0	2	
dDocent_Contig_21160	2	3	533	540	0.987	PASSED	1	0	6	
dDocent_Contig_21162	3	5	459	540	0.850	FILTERED	0	10	71	Missing data
dDocent_Contig_21175	2	2	529	540	0.980	PASSED	0	0	11	
